T1,T2,T3,W1,W2,W3,TCOMI,TCOMO,POUT,PIN,CONIN,CONOUT,OUTCONO,EVPOUT,WULIAOT,ZKD,ZL,YSJDL,PZFKD,ZKBDL,EVPINT,Time_Stamp
22.01555252,22.72990417,23.46233749,54.10073471,53.46324539,53.63956833,22.79999924,22.79999924,4.718781471,4.700343609,25.20000076,23.0,22.70000076,22.89999962,23.89999962,101916.875,7.536937714,-0.002712723,0.0,0.002034542,23.0,2026-05-17 15:36:54
22.02007294,22.71633911,23.47138214,54.09621048,53.46324539,53.69834137,22.89999962,22.79999924,4.717424393,4.699638367,25.20000076,23.0,22.70000076,22.89999962,23.89999962,101832.0547,7.762998581,-0.000678181,0.0,0.002034542,23.0,2026-05-17 15:36:55
22.02007294,22.74346924,23.50754929,54.12786102,53.45420074,53.64861298,22.89999962,22.79999924,4.713355541,4.700343609,25.20000076,23.0,22.70000076,22.89999962,23.89999962,101916.875,7.310876846,-0.002712723,0.0,0.002034542,23.0,2026-05-17 15:36:56
22.02459335,22.73442459,23.45329666,54.13237762,53.44967651,53.68930054,22.89999962,22.79999924,4.714712143,4.700696468,25.20000076,23.0,22.70000076,22.89999962,23.89999962,102001.9531,7.310876846,-0.004069084,0.0,0.000678181,23.0,2026-05-17 15:36:57
22.01555252,22.72537994,23.47138214,54.13237762,53.41802979,53.69834137,22.79999924,22.79999924,4.714712143,4.699991226,25.20000076,23.0,22.70000076,22.89999962,23.89999962,102001.9531,7.310876846,-0.002712723,0.0,0.001356361,23.0,2026-05-17 15:36:58
22.033638,22.72085953,23.46233749,54.12333679,53.44515991,53.68930054,22.79999924,22.79999924,4.714712143,4.699991226,25.20000076,23.0,22.70000076,22.89999962,23.89999962,101832.0547,7.536937714,-0.002712723,0.0,0.001356361,23.0,2026-05-17 15:36:59
22.03815842,22.72537994,23.47138214,54.12786102,53.45420074,53.71642685,22.89999962,22.79999924,4.714712143,4.698932648,25.20000076,23.0,22.70000076,22.89999962,23.89999962,101916.875,7.310876846,-0.002712723,0.0,0.002712723,23.0,2026-05-17 15:37:00
22.02459335,22.72085953,23.49850845,54.09169006,53.48584747,53.73451614,22.79999924,22.79999924,4.716068268,4.699991226,25.20000076,23.0,22.70000076,22.89999962,23.89999962,102001.9531,7.536937714,-0.002034542,0.0,0.000678181,23.0,2026-05-17 15:37:01
22.03815842,22.72990417,23.48494339,54.15046692,53.48132706,53.69382477,22.89999962,22.79999924,4.716068268,4.701048851,25.20000076,23.0,22.70000076,22.89999962,23.89999962,101747.1172,7.989057541,-0.004069084,0.0,0.0,23.0,2026-05-17 15:37:02
21.98390579,22.72990417,23.50754929,54.13237762,53.43159485,53.72547531,22.89999962,22.79999924,4.714712143,4.700343609,25.20000076,23.0,22.70000076,22.89999962,23.89999962,102001.9531,7.536937714,-0.003390903,0.0,0.003390903,23.0,2026-05-17 15:37:03
21.97938538,22.72537994,23.50302887,54.12786102,53.44063568,53.72999191,22.79999924,22.79999924,4.714712143,4.699638367,25.20000076,23.0,22.70000076,22.89999962,23.89999962,101832.0547,7.536937714,-0.002034542,0.0,0.000678181,23.0,2026-05-17 15:37:04
22.02007294,22.72537994,23.47590256,54.09621048,53.44967651,53.68930054,22.79999924,22.79999924,4.721493721,4.701048851,25.20000076,23.0,22.70000076,22.89999962,23.89999962,101916.875,7.310876846,-0.002712723,0.0,0.002034542,23.0,2026-05-17 15:37:05
22.0562439,22.72085953,23.44877625,54.12333679,53.42707062,53.65765762,22.79999924,22.79999924,4.717424393,4.698932648,25.20000076,23.0,22.70000076,22.89999962,23.89999962,102001.9531,7.310876846,-0.001356361,0.0,0.002034542,23.0,2026-05-17 15:37:06
22.033638,22.72537994,23.48494339,54.12786102,53.48132706,53.66217422,22.79999924,22.79999924,4.716068268,4.698932648,25.20000076,23.0,22.70000076,22.89999962,23.89999962,102001.9531,7.310876846,-0.001356361,0.0,0.002712723,23.0,2026-05-17 15:37:07
22.02911377,22.71633911,23.46686172,54.15046692,53.45872116,53.71642685,22.79999924,22.79999924,4.718781471,4.700343609,25.20000076,23.0,22.70000076,22.89999962,23.89999962,101832.0547,7.310876846,-0.004069084,0.0,0.000678181,23.0,2026-05-17 15:37:08
22.04720306,22.72537994,23.45781708,54.13237762,53.45420074,53.69382477,22.79999924,22.79999924,4.717424393,4.698580265,25.20000076,23.0,22.70000076,22.89999962,23.89999962,101832.0547,7.536937714,-0.000678181,0.0,0.002034542,23.0,2026-05-17 15:37:09
22.02911377,22.72537994,23.46686172,54.06455994,53.41350937,53.69382477,22.79999924,22.79999924,4.716068268,4.699285507,25.20000076,23.0,22.70000076,22.89999962,23.89999962,101832.0547,7.762998581,-0.002712723,0.0,0.003390903,23.0,2026-05-17 15:37:10
22.01555252,22.72085953,23.47590256,54.12333679,53.48132706,53.6802597,22.79999924,22.79999924,4.721493721,4.700696468,25.20000076,23.0,22.70000076,22.89999962,23.89999962,101832.0547,7.310876846,-0.002712723,0.0,0.001356361,23.0,2026-05-17 15:37:11
22.02007294,22.72537994,23.47138214,54.13690186,53.45872116,53.72095108,22.79999924,22.79999924,4.716068268,4.699991226,25.20000076,23.0,22.70000076,22.89999962,23.89999962,101832.0547,7.989057541,-0.002712723,0.0,0.002034542,23.0,2026-05-17 15:37:12
22.01555252,22.73442459,23.47138214,54.12333679,53.47680283,53.68930054,22.89999962,22.79999924,4.717424393,4.700343609,25.20000076,23.0,22.70000076,22.89999962,23.89999962,101916.875,7.536937714,-0.003390903,0.0,0.000678181,23.0,2026-05-17 15:37:13
22.033638,22.7615509,23.46233749,54.09621048,53.38185883,53.69382477,22.79999924,22.79999924,4.716068268,4.698932648,25.20000076,23.0,22.70000076,22.89999962,23.89999962,101832.0547,7.310876846,-0.001356361,0.0,0.002034542,23.0,2026-05-17 15:37:14
22.02459335,22.76607513,23.46686172,54.12333679,53.39090347,53.68930054,22.89999962,22.79999924,4.718781471,4.699991226,25.20000076,23.0,22.70000076,22.89999962,23.89999962,101916.875,7.536937714,-0.002712723,0.0,0.000678181,23.0,2026-05-17 15:37:15
22.02459335,22.72085953,23.43069077,54.13690186,53.48584747,53.66217422,22.79999924,22.79999924,4.713355541,4.700696468,25.20000076,23.0,22.70000076,22.89999962,23.89999962,101832.0547,7.536937714,-0.002034542,0.0,0.003390903,23.0,2026-05-17 15:37:16
22.0562439,22.72537994,23.43069077,54.13237762,53.42255402,53.6802597,22.79999924,22.79999924,4.718781471,4.700696468,25.20000076,23.0,22.70000076,22.89999962,23.89999962,101832.0547,7.762998581,-0.003390903,0.0,0.000678181,23.0,2026-05-17 15:37:17
22.01555252,22.72085953,23.47590256,54.13237762,53.48132706,53.68478394,22.79999924,22.79999924,4.716068268,4.700696468,25.20000076,23.0,22.70000076,22.89999962,23.89999962,101916.875,7.310876846,-0.003390903,0.0,0.003390903,23.0,2026-05-17 15:37:18
22.01555252,22.73442459,23.48042297,54.13237762,53.45420074,53.75711823,22.79999924,22.79999924,4.717424393,4.701048851,25.20000076,23.0,22.70000076,22.89999962,23.89999962,102001.9531,7.989057541,-0.001356361,0.0,0.002034542,23.0,2026-05-17 15:37:19
22.02911377,22.72537994,23.46233749,54.12786102,53.41350937,53.71642685,22.79999924,22.79999924,4.714712143,4.701401711,25.20000076,23.0,22.70000076,22.89999962,23.89999962,101832.0547,7.536937714,-0.003390903,0.0,0.000678181,23.0,2026-05-17 15:37:20
22.01555252,22.71633911,23.46233749,54.12786102,53.42255402,53.66669846,22.79999924,22.79999924,4.720137596,4.699638367,25.20000076,23.0,22.70000076,22.89999962,23.89999962,101832.0547,7.989057541,-0.003390903,0.0,0.001356361,23.0,2026-05-17 15:37:21
